0	1
0	2
0	3
0	4
0	5
0	6
0	234
1	2
1	3
1	4
1	5
2	3
2	4
2	5
3	4
3	5
4	5
6	7
6	8
6	9
6	10
6	11
6	12
7	8
7	9
7	10
7	11
8	9
8	10
8	11
9	10
9	11
10	11
12	13
12	14
12	15
12	16
12	17
12	18
13	14
13	15
13	16
13	17
14	15
14	16
14	17
15	16
15	17
16	17
18	19
18	20
18	21
18	22
18	23
18	24
19	20
19	21
19	22
19	23
20	21
20	22
20	23
21	22
21	23
22	23
24	25
24	26
24	27
24	28
24	29
24	30
25	26
25	27
25	28
25	29
26	27
26	28
26	29
27	28
27	29
28	29
30	31
30	32
30	33
30	34
30	35
30	36
31	32
31	33
31	34
31	35
32	33
32	34
32	35
33	34
33	35
34	35
36	37
36	38
36	39
36	40
36	41
36	42
37	38
37	39
37	40
37	41
38	39
38	40
38	41
39	40
39	41
40	41
42	43
42	44
42	45
42	46
42	47
42	48
43	44
43	45
43	46
43	47
44	45
44	46
44	47
45	46
45	47
46	47
48	49
48	50
48	51
48	52
48	53
48	54
49	50
49	51
49	52
49	53
50	51
50	52
50	53
51	52
51	53
52	53
54	55
54	56
54	57
54	58
54	59
54	60
55	56
55	57
55	58
55	59
56	57
56	58
56	59
57	58
57	59
58	59
60	61
60	62
60	63
60	64
60	65
60	66
61	62
61	63
61	64
61	65
62	63
62	64
62	65
63	64
63	65
64	65
66	67
66	68
66	69
66	70
66	71
66	72
67	68
67	69
67	70
67	71
68	69
68	70
68	71
69	70
69	71
70	71
72	73
72	74
72	75
72	76
72	77
72	78
73	74
73	75
73	76
73	77
74	75
74	76
74	77
75	76
75	77
76	77
78	79
78	80
78	81
78	82
78	83
78	84
79	80
79	81
79	82
79	83
80	81
80	82
80	83
81	82
81	83
82	83
84	85
84	86
84	87
84	88
84	89
84	90
85	86
85	87
85	88
85	89
86	87
86	88
86	89
87	88
87	89
88	89
90	91
90	92
90	93
90	94
90	95
90	96
91	92
91	93
91	94
91	95
92	93
92	94
92	95
93	94
93	95
94	95
96	97
96	98
96	99
96	100
96	101
96	102
97	98
97	99
97	100
97	101
98	99
98	100
98	101
99	100
99	101
100	101
102	103
102	104
102	105
102	106
102	107
102	108
103	104
103	105
103	106
103	107
104	105
104	106
104	107
105	106
105	107
106	107
108	109
108	110
108	111
108	112
108	113
108	114
109	110
109	111
109	112
109	113
110	111
110	112
110	113
111	112
111	113
112	113
114	115
114	116
114	117
114	118
114	119
114	120
115	116
115	117
115	118
115	119
116	117
116	118
116	119
117	118
117	119
118	119
120	121
120	122
120	123
120	124
120	125
120	126
121	122
121	123
121	124
121	125
122	123
122	124
122	125
123	124
123	125
124	125
126	127
126	128
126	129
126	130
126	131
126	132
127	128
127	129
127	130
127	131
128	129
128	130
128	131
129	130
129	131
130	131
132	133
132	134
132	135
132	136
132	137
132	138
133	134
133	135
133	136
133	137
134	135
134	136
134	137
135	136
135	137
136	137
138	139
138	140
138	141
138	142
138	143
138	144
139	140
139	141
139	142
139	143
140	141
140	142
140	143
141	142
141	143
142	143
144	145
144	146
144	147
144	148
144	149
144	150
145	146
145	147
145	148
145	149
146	147
146	148
146	149
147	148
147	149
148	149
150	151
150	152
150	153
150	154
150	155
150	156
151	152
151	153
151	154
151	155
152	153
152	154
152	155
153	154
153	155
154	155
156	157
156	158
156	159
156	160
156	161
156	162
157	158
157	159
157	160
157	161
158	159
158	160
158	161
159	160
159	161
160	161
162	163
162	164
162	165
162	166
162	167
162	168
163	164
163	165
163	166
163	167
164	165
164	166
164	167
165	166
165	167
166	167
168	169
168	170
168	171
168	172
168	173
168	174
169	170
169	171
169	172
169	173
170	171
170	172
170	173
171	172
171	173
172	173
174	175
174	176
174	177
174	178
174	179
174	180
175	176
175	177
175	178
175	179
176	177
176	178
176	179
177	178
177	179
178	179
180	181
180	182
180	183
180	184
180	185
180	186
181	182
181	183
181	184
181	185
182	183
182	184
182	185
183	184
183	185
184	185
186	187
186	188
186	189
186	190
186	191
186	192
187	188
187	189
187	190
187	191
188	189
188	190
188	191
189	190
189	191
190	191
192	193
192	194
192	195
192	196
192	197
192	198
193	194
193	195
193	196
193	197
194	195
194	196
194	197
195	196
195	197
196	197
198	199
198	200
198	201
198	202
198	203
198	204
199	200
199	201
199	202
199	203
200	201
200	202
200	203
201	202
201	203
202	203
204	205
204	206
204	207
204	208
204	209
204	210
205	206
205	207
205	208
205	209
206	207
206	208
206	209
207	208
207	209
208	209
210	211
210	212
210	213
210	214
210	215
210	216
211	212
211	213
211	214
211	215
212	213
212	214
212	215
213	214
213	215
214	215
216	217
216	218
216	219
216	220
216	221
216	222
217	218
217	219
217	220
217	221
218	219
218	220
218	221
219	220
219	221
220	221
222	223
222	224
222	225
222	226
222	227
222	228
223	224
223	225
223	226
223	227
224	225
224	226
224	227
225	226
225	227
226	227
228	229
228	230
228	231
228	232
228	233
228	234
229	230
229	231
229	232
229	233
230	231
230	232
230	233
231	232
231	233
232	233
234	235
234	236
234	237
234	238
234	239
235	236
235	237
235	238
235	239
236	237
236	238
236	239
237	238
237	239
238	239
